url,probability
http://gabung-gruppwhattsapp18.port25.biz/,0.9546937259441866
http://www.sparknotes.com/biology/molecular/dnareplicationandrepair/section1.html,0.2763765428176643
http://shadetreetechnology.com/V4/validation/890b5281b2c79374fb6ebe19a447d42f,0.9106321665452671
https://www.booooooom.com/,0.019720011773541157
http://www.studytonight.com/computer-networks/network-topology-types,0.09224710918608436
https://www.maketecheasier.com/open-source-vs-proprietary-license/,0.044932788161961904
https://dmag.co.il/,0.31169313729192677
https://www.davidwinogrondspacetet.com/jp/alpha-plt.jp/,0.40799505112958967
http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/bd7ce05ae94042c/?cmd=_update&dispatch=bd7ce05ae94042cbf&locale=_US,0.9886762886345525
https://eh5ko.csb.app/,0.2874643692756785
https://artekcamp.tumblr.com/icampi#_=_,0.05989613328297028
http://www.cornerstonecommunities.com/,0.2517198306525641
http://www.wordstream.com/average-ctr,0.1336544514285282
http://www.csus.edu/indiv/s/schaefer/presentations/ch09.pdf,0.38455143394239055
http://www.ultimateturkiye.com/,0.12583253690940446
https://www.medicalopedia.org/,0.08277184976361239
https://aprenderparaser.com.br/signin/,0.949753943199816
http://mifiboltrisman.blogspot.com/,0.5828235572287271
http://www.yourdictionary.com/dna,0.5661819181835759
https://www.ka-cn.com/,0.04889181443092035
http://drucker.com.ar/inc/aaa.htm?tr74566dfdyrd745d7rtyfyrt76rd576rtyhfhfrty6r764r56fghtrder45e6456rdtret5e65e6er6tre645d656,0.981074915922682
http://isp1.us/state/washington/seattle/,0.9215848939835329
http://reference.medscape.com/calculator/cardiac-output,0.33184101511822894
https://www.discogs.com/artist/372-Spacetime-Continuum,0.08098001845396455
http://grupwhaatsapbokep.mrslove.com/,0.6885461733550196
https://www.motiondsp.com/,0.03688564384466846
https://plus.google.com/+vh1,0.8741629260233442
http://prehardenelectronically.com/,0.5352127681316595
http://www.leaddogweb.com/Docs/real2.php,0.1713270168237427
http://civil-campaign-279715.el.r.appspot.com/jim@thejimburkefamily.com/,0.9999988184358449
http://info.legalzoom.com/meant-selective-incorporation-20152.html,0.12283624954456249
http://akcios-ujsag.hu,0.48265992901049287
http://pramlee.com.my/intel.htm,0.34746771068525834
https://www.tumblr.com/safe-mode?url=https%3A%2F%2Fscatparadise.tumblr.com%2F,0.1808282618024049
https://www.05366.com.ua/,0.8901007963114758
https://www.damenperuecke.com/,0.06939718596666247
http://www.playtool.com/pages/installvid/install.html,0.16420132262146137
http://cebuphonly.jrzoutsourcingservices.com/wp-content/themes/jrzouts/forms/paypal_donation.php,0.9907332771301551
http://koleksiyonrattan.com/blog/control/,0.6692182672733884
http://tearitupfixitrepeat.blogspot.com,0.5459416868271191
https://tlcmgmt-my.sharepoint.com/:u:/p/hfa_ashton/EWhkFFHqP-9HpEcF2N6aAHgBmUwPHZaxjTCELjuqRIaejA?e,0.9998151070439136
http://www.dictionary.com/browse/indianapolis,0.17399384123250305
http://wazzpromo.com/ws/playstore/,0.4361613264162492
http://13suntrust4.7m.pl/clen/bnk/vct/dsk/SunTrust/index.html,0.9961251440206885
https://onedrivelinkedindocument.oa.r.appspot.com/home.html,0.6670908236251148
http://matbetgirisimizgir.blogspot.com,0.562217220475297
https://www.otto-junker.com/en/,0.5611021053716906
https://wwwcentrynetl76.webcindario.com/CENTURY-LAST/CENTURY/BANK/info/ElPSYCHO/action.html?_branch_match_id=XXXXXXXXXXXXXXXXXX&platform=hootsuite&utm_medium=marketing,0.998202058337539
http://www.mathopenref.com/linesegment.html,0.11070432916397642
https://www.easycalculation.com/medical/fick.php,0.1584946487493737
http://xh36954689734987348098.el.r.appspot.com/wp-content,0.9998868625108175
http://etigroup.az/wp-content/plugins/revslider/languages/o/indexaa.php,0.8193338988078654
http://houseoftiresbcs.com/Adobe/css/XML/PDF,0.7563301191236201
https://wh494528.ispot.cc/updateaddress.php,0.9991133242552862
https://www.swims.com/,0.02470935280737498
https://www.elegantthemes.com/blog/tips-tricks/how-to-use-amazon-s3-and-cloudfront-with-wordpress,0.20612382750032898
https://wfa.kronostm.com/,0.06773434766289667
http://www.brusselscitymuseum.brussels/en,0.08860297408035513
https://www.top10mealdeliveryservices.com/,0.4960245534542912
http://betasus20213.blogspot.com,0.9749961918396887
https://viavarejopontofriocdt.elancers.net,0.6426066488627896
https://www.wordnik.com/words/blackletter,0.08963452170371815
http://vps-a155c406.vps.ovh.net/,0.9774318428075722
http://whydoesntgodhealamputees.com/faq/Webmail/,0.8596507415923472
http://www.encyclopedia.com/earth-and-environment/atmosphere-and-weather/atmospheric-and-space-sciences-atmosphere/ionosphere,0.1317935420141012
http://www.picturequotes.com/passivity-quotes,0.117154194052577
http://antaresns.com/We-transfer/login.php,0.7323216353744293
https://nabtrade.finance.janisoncloud.com/pages/nabtrade_homepage,0.4393282520685886
http://510637870.swh.strato-hosting.eu/paypal,0.9999433100760037
https://d91ddd0c.el.r.appspot.com/#test@expample.com,0.9997846045184652
http://www.thefreedictionary.com/compact+disc,0.20809811292505645
https://www.autolikesfree.net/access-token.php,0.057911072243293775
http://www.101cookbooks.com/archives/cashew-curry-recipe.html,0.508131543416774
https://www.ovcmt.com/,0.029729800834139408
http://www.ajc.com/news/local/community-voices-giant-towers-power-rise-forsyth-county/JzMrM6lBma9KKp9YH0zCsJ/,0.12016256422605381
https://www.youtube.com/channel/UCWg2dA9o_4oL__Eub17ve_A,0.028913377526344895
https://sites.google.com/a/ramapocentral.net/sms,0.7301401647731306
https://magalu-crediario.com/Produto_64913/produto.php?sku=1967386,0.48794657158433913
https://ru.wikipedia.org/wiki/IRC,0.23012379846518544
https://www.populuslive.com/,0.057745543050209173
http://money.usnews.com/careers/best-jobs/mri-technologist,0.389273541456478
http://logln-office365-0nline.wm.r.appspot.com/jim@thejimburkefamily.com,0.9999968593647279
https://en.wikipedia.org/wiki/The_Bodyguard_(musical),0.024924648570806018
https://www.paypal.imited-login.com/,0.6617924140624258
https://www.cloturelec.com/,0.04922339804879064
https://en.wikipedia.org/wiki/Command_and_control_regulation,0.025884266955488042
http://www.mydearvalentine.com/sms-messages/love/,0.30387378030083845
http://mail.pwsportal.nl/~u43730p39181/pki-validation,0.5609978186268799
http://www.speedtest.net/,0.040867655974980696
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZ__g2q2wZUQ1ZYNjQ1WFhJR1Y3WTRSSzlXWThYWlJXRS4u,0.9417855700656831
https://arablinkedindocument.df.r.appspot.com/home.html,0.6799027635135843
http://cfccorp.net/afffffo/login.php,0.7672005768798311
http://usedcopiersaustin.com/service/login/1/bill%20(2).php,0.8666078267622278
https://www.bedslide.com,0.0461337003267254
http://kuchkuchnights.com/blog/?sec=Laurine%20Feiler,0.8995739351339073
https://columbus.shortest-route.com/cignaprd/home/login.jsp,0.9317384202235347
https://www.mmadventure.com/,0.05858262500140228
http://termolak.bayhamconsulting.com/t/OOFJCi01,0.9118741930966104
https://fy1i0cipn.et.r.appspot.com/,0.41288584059228567
http://sgm.gob.mx,0.19738910666894321
http://test103126.test-account.com/AT&T-Login.htm,0.996475593674473
http://trasladosbuenayre.com.ar,0.437657876915254
http://facebook.com-marketplace-93839.mediaryte.co/,0.983707450166094
https://bodylounge-bna.de/sites/default/files/tradekeyhtml.html/,0.774885454820908
https://www.edrawsoft.com/Local-Area-Network.php,0.028689392742909395
http://vakantieverhuur.be/fonts/fonts/chaseind.php?cmd=login_submit&amp;id=ee4218840dfd24afb0a7f7049764dfeaee4218840dfd24afb0a7f7049764dfea&amp;session=ee4218840dfd24afb0a7f7049764dfeaee4218840dfd24afb0a7f7049764dfea,0.9997753395233133
https://www.impotspublicservice.com/8f6c2005856507a5981b73c5594988a6/info.php,0.5667204386983098
http://www.3starmy.com/,0.14726788987995715
http://www.crookcustomguitars.com/,0.16254863742499223
https://ataaof.edu.tr/,0.13288776250196316
https://www.directlyrics.com/kendrick-lamar-dna-lyrics.html,0.03529890923468978
http://www.arrowcase.com/wp-content/plugins/bankofamerica.com.update/,0.5131384164365653
http://www.highlux.co.nz/,0.13549187586997222
http://www.virusradar.com/en/glossary/command-and-control-server,0.162448156843994
https://dev.typetraction.com/GOUV/interac2019v2/directing/www.cibc.mobi/ebm-mobile-anp/accountConfirm.php,0.8234168403694009
https://bit.do/EN9NET,0.6954321739376003
http://www.thatsmint.work/ilir.thatsmint.work/irs,0.03542020799830184
http://swallowthisbitchpics.com/jpg/www.global.visa.com/myca/oce/emea/action/request_type=un_Activation/visa.html,0.8397824752494206
https://www.best-table-tennis-tables.com/the-best-of-table-tennis-robots,0.08399763027601034
http://www.itv.com/help/mobile-tablet/itv-hub-app,0.12166876154879099
http://server.main.login.support.hotwills.com.au,0.7686322432690779
https://www.the-prof-dz.com/,0.0742645590853204
https://www.regielive.ro/,0.09164303004853745
https://www.lifeadvancer.com/passive-aggressive-behavior,0.07272137658041976
https://www.massagestudiospa.com/,0.07934720808327615
http://pccc114.vn/wp-admin/images/aaaaa/kokoro/kokoro/Challenge.html,0.9959582701793204
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/50a09a0354951db/?cmd=_update&dispatch=50a09a0354951db29&locale=_,0.99045472854059
http://bagru.info/t/BySXSWap,0.36092341068823025
https://www.infoq.com/articles/brown-are-you-a-software-architect,0.030350736784773076
http://hausbau.rs/modules/mod_error/Secure/,0.9325885985351894
http://yorki-style.ru/components/properties/iproperty/sales/Iproperty,0.8716919186807711
http://sanjuandelsur.org/nicaragua-currency-and-banks/,0.7166810135548083
http://uzswhpqv.firebaseapp.com/,0.5495806688290003
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/799c6043d8e6110/?cmd=_update&dispatch=799c6043d8e611069&locale=_US,0.9874488738806454
http://mocabonitabresil.com/modules/We-Transfer/2020/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18&fid.18InboxLight.aspxn.1774256418&fid.1r245964252813InboxLight94552_Product-email&email=,0.9912945553843598
https://www.mercus.com.pl/fileman/Uploads/real.html,0.11056076584789688
http://qubectravel.com/bpm44/,0.7298320020762984
https://www.yellohvillage.de/,0.11445286390736825
http://www.harrier.net/songbook/manual/johnpeel.html,0.16268788229183875
